region_name,sport_name,games_year,season,total_medals
Brazil,Athletics,1968,Summer,1
Brazil,"Water Polo",2012,Summer,1
Brazil,Athletics,1972,Summer,1
Brazil,Swimming,1984,Summer,1
Brazil,Shooting,2016,Summer,1
Brazil,Equestrianism,2004,Summer,1
Brazil,Taekwondo,2016,Summer,1
Brazil,Gymnastics,2012,Summer,1
Brazil,Swimming,1952,Summer,1
Brazil,"Water Polo",2008,Summer,1
Brazil,Swimming,2016,Summer,1
Brazil,Athletics,2004,Summer,1
Brazil,Judo,1972,Summer,1
Brazil,"Modern Pentathlon",2012,Summer,1
Brazil,Athletics,1976,Summer,1
Brazil,Taekwondo,2008,Summer,1
Brazil,Swimming,1960,Summer,1
Brazil,Athletics,1980,Summer,1
Brazil,Judo,1988,Summer,1
Brazil,Boxing,1968,Summer,1
Brazil,Athletics,1984,Summer,1
Brazil,Judo,1992,Summer,1
Brazil,Swimming,1992,Summer,1
Brazil,Athletics,1956,Summer,1
Brazil,Athletics,2016,Summer,1
Brazil,Boxing,2016,Summer,1
Bulgaria,Volleyball,1980,Summer,22
Bulgaria,Football,1968,Summer,18
Bulgaria,Rowing,1980,Summer,16
Bulgaria,Football,1956,Summer,14
Bulgaria,Basketball,1980,Summer,12
Bulgaria,Basketball,1976,Summer,12
Bulgaria,Wrestling,1980,Summer,10
Bulgaria,Canoeing,1988,Summer,9
Bulgaria,Canoeing,1980,Summer,9
Bulgaria,Rowing,1976,Summer,9
Bulgaria,Wrestling,1964,Summer,8
Bulgaria,Wrestling,1988,Summer,8
Bulgaria,Weightlifting,1980,Summer,8
Bulgaria,Wrestling,1972,Summer,8
Bulgaria,Wrestling,1976,Summer,7
Bulgaria,Weightlifting,1972,Summer,6
Bulgaria,Wrestling,1960,Summer,6
Bulgaria,Weightlifting,1976,Summer,6
Bulgaria,"Rhythmic Gymnastics",2004,Summer,6
Bulgaria,"Rhythmic Gymnastics",1996,Summer,6
Bulgaria,Wrestling,1968,Summer,6
Bulgaria,"Rhythmic Gymnastics",2016,Summer,5
Bulgaria,Rowing,1988,Summer,5
Bulgaria,Athletics,1976,Summer,4
Bulgaria,Canoeing,1992,Summer,4
Bulgaria,Weightlifting,2000,Summer,4
Bulgaria,Athletics,1972,Summer,4
Bulgaria,Wrestling,2008,Summer,4
Bulgaria,Athletics,1988,Summer,4
Bulgaria,Weightlifting,1988,Summer,4
Bulgaria,Weightlifting,1992,Summer,4
Bulgaria,Weightlifting,1996,Summer,4
Bulgaria,Wrestling,1956,Summer,4
Bulgaria,Shooting,1996,Summer,4
Bulgaria,Shooting,1992,Summer,3
Bulgaria,Wrestling,1996,Summer,3
Bulgaria,Equestrianism,1980,Summer,3
Bulgaria,Boxing,1996,Summer,3
Bulgaria,Weightlifting,2004,Summer,3
Bulgaria,Swimming,1988,Summer,3
Bulgaria,Boxing,1972,Summer,2
Bulgaria,Wrestling,2000,Summer,2
Bulgaria,Canoeing,1972,Summer,2
Bulgaria,Boxing,1992,Summer,2
Bulgaria,Wrestling,1992,Summer,2
Bulgaria,Gymnastics,1996,Summer,2
Bulgaria,Shooting,2000,Summer,2
Bulgaria,Shooting,1988,Summer,2
Bulgaria,Athletics,1992,Summer,2
Bulgaria,Gymnastics,1988,Summer,2
Bulgaria,Shooting,1980,Summer,2
Bulgaria,Gymnastics,1980,Summer,2
Bulgaria,Canoeing,2000,Summer,2
Bulgaria,Canoeing,1996,Summer,2
Bulgaria,Shooting,2004,Summer,2
Bulgaria,Boxing,1968,Summer,2
Bulgaria,Boxing,1980,Summer,2
Bulgaria,Rowing,2004,Summer,2
Bulgaria,Boxing,1988,Summer,2
Bulgaria,Gymnastics,2004,Summer,2
Bulgaria,Gymnastics,2000,Summer,2
Bulgaria,Judo,1980,Summer,2
Bulgaria,Athletics,1980,Summer,2
Bulgaria,"Short Track Speed Skating",2002,Winter,2
Bulgaria,Wrestling,2016,Summer,1
Bulgaria,Wrestling,2004,Summer,1
Bulgaria,Shooting,1964,Summer,1
Bulgaria,Boxing,2012,Summer,1
Bulgaria,Biathlon,2002,Winter,1
Bulgaria,Boxing,1952,Summer,1
Bulgaria,Boxing,1964,Summer,1
Bulgaria,Wrestling,2012,Summer,1
Bulgaria,"Short Track Speed Skating",2006,Winter,1
Bulgaria,Biathlon,1998,Winter,1
Bulgaria,Boxing,1976,Summer,1
Bulgaria,Athletics,2016,Summer,1
Bulgaria,"Rhythmic Gymnastics",1988,Summer,1
Bulgaria,Gymnastics,1960,Summer,1
Bulgaria,Rowing,2000,Summer,1
Bulgaria,Rowing,2008,Summer,1
Bulgaria,Boxing,2004,Summer,1
Bulgaria,Judo,2004,Summer,1
Bulgaria,Athletics,2000,Summer,1
Bulgaria,Athletics,1996,Summer,1
Bulgaria,Tennis,1988,Summer,1
Bulgaria,"Cross Country Skiing",1980,Winter,1
Burundi,Athletics,1996,Summer,1
Burundi,Athletics,2016,Summer,1
Cameroon,Football,2000,Summer,18
Cameroon,Weightlifting,2008,Summer,1
Cameroon,Boxing,1968,Summer,1
Cameroon,Athletics,2008,Summer,1
Cameroon,Athletics,2004,Summer,1
Cameroon,Boxing,1984,Summer,1
Canada,"Ice Hockey",2014,Winter,44
Canada,"Ice Hockey",2010,Winter,43
Canada,"Ice Hockey",2002,Winter,42
Canada,Rowing,1992,Summer,25
Canada,Rowing,1984,Summer,23
Canada,"Ice Hockey",1992,Winter,22
Canada,Rowing,1996,Summer,21
Canada,"Ice Hockey",1994,Winter,21
Canada,"Ice Hockey",2006,Winter,20
Canada,"Ice Hockey",1998,Winter,20
Canada,Swimming,1976,Summer,20
Canada,Rowing,2008,Summer,18
Canada,Football,2016,Summer,18
Canada,Football,2012,Summer,18
Canada,Rowing,2012,Summer,18
Canada,"Ice Hockey",1968,Winter,17
Canada,"Ice Hockey",1960,Winter,17
Canada,"Ice Hockey",1956,Winter,17
Canada,Swimming,1984,Summer,16
Canada,"Ice Hockey",1952,Winter,16
Canada,"Speed Skating",2006,Winter,16
Canada,Athletics,1932,Summer,15
Canada,Swimming,2016,Summer,15
Canada,"Ice Hockey",1932,Winter,14
Canada,"Short Track Speed Skating",2002,Winter,14
Canada,Rowing,1908,Summer,14
Canada,Athletics,1928,Summer,13
Canada,Rowing,1924,Summer,13
Canada,Athletics,1984,Summer,13
Canada,"Ice Hockey",1936,Winter,13
Canada,"Ice Hockey",1928,Winter,12
Canada,"Ice Hockey",1948,Winter,12
Canada,Shooting,1908,Summer,12
Canada,Football,1904,Summer,12
Canada,"Short Track Speed Skating",2010,Winter,12
Canada,Rowing,1956,Summer,12
Canada,"Figure Skating",2014,Winter,12
Canada,"Short Track Speed Skating",2006,Winter,12
Canada,Canoeing,1984,Summer,12
Canada,Lacrosse,1904,Summer,12
Canada,"Rugby Sevens",2016,Summer,12
Canada,Lacrosse,1908,Summer,11
Canada,Curling,2002,Winter,10
Canada,Curling,2010,Winter,10
Canada,Athletics,2016,Summer,10
Canada,Curling,2006,Winter,10
Canada,Swimming,1988,Summer,10
Canada,"Short Track Speed Skating",1992,Winter,10
Canada,"Short Track Speed Skating",1998,Winter,10
Canada,Rowing,1932,Summer,10
Canada,Curling,1998,Winter,10
Canada,Rowing,1928,Summer,10
Canada,"Freestyle Skiing",2014,Winter,9
Canada,"Ice Hockey",1924,Winter,9
Canada,Rowing,1960,Summer,9
Canada,"Synchronized Swimming",1996,Summer,9
Canada,Rowing,2000,Summer,9
Canada,Sailing,1932,Summer,9
Canada,Basketball,1936,Summer,9
Canada,"Synchronized Swimming",2000,Summer,8
Canada,Bobsleigh,2010,Winter,8
Canada,"Ice Hockey",1920,Summer,8
Canada,Swimming,1972,Summer,8
Canada,Curling,2014,Winter,8
Canada,"Speed Skating",2010,Winter,7
Canada,Athletics,1936,Summer,7
Canada,Swimming,1968,Summer,7
Canada,Swimming,1992,Summer,6
Canada,Rowing,1904,Summer,6
Canada,Athletics,1996,Summer,6
Canada,Sailing,1984,Summer,6
Canada,Cycling,2016,Summer,6
Canada,"Short Track Speed Skating",1994,Winter,6
Canada,Athletics,1908,Summer,6
Canada,"Short Track Speed Skating",2014,Winter,6
Canada,Shooting,1924,Summer,6
Canada,Equestrianism,2008,Summer,5
Canada,Canoeing,1936,Summer,5
Canada,"Speed Skating",1998,Winter,5
Canada,Athletics,1912,Summer,5
Canada,Cycling,1996,Summer,5
Canada,"Speed Skating",1932,Winter,5
Canada,Boxing,1920,Summer,4
Canada,"Figure Skating",1988,Winter,4
Canada,Equestrianism,1988,Summer,4
Canada,Rowing,2004,Summer,4
Canada,Bobsleigh,1964,Winter,4
Canada,Diving,2012,Summer,4
Canada,Swimming,1928,Summer,4
Canada,Cycling,1908,Summer,3
Canada,Canoeing,2004,Summer,3
Canada,"Synchronized Swimming",1988,Summer,3
Canada,Swimming,2012,Summer,3
Canada,Equestrianism,1968,Summer,3
Canada,Sailing,1972,Summer,3
Canada,"Speed Skating",1984,Winter,3
Canada,Cycling,2012,Summer,3
Canada,"Figure Skating",1964,Winter,3
Canada,"Freestyle Skiing",1994,Winter,3
Canada,Snowboarding,2010,Winter,3
Canada,"Freestyle Skiing",2010,Winter,3
Canada,"Figure Skating",1994,Winter,3
Canada,Athletics,1992,Summer,3
Canada,Diving,2016,Summer,3
Canada,"Cross Country Skiing",2006,Winter,3
Canada,"Synchronized Swimming",1984,Summer,3
Canada,Diving,2004,Summer,3
Canada,Wrestling,1928,Summer,3
Canada,Boxing,1988,Summer,3
Canada,Canoeing,2012,Summer,3
Canada,Equestrianism,1956,Summer,3
Canada,"Synchronized Swimming",1992,Summer,3
Canada,Skeleton,2006,Winter,3
Canada,Athletics,1948,Summer,3
Canada,Diving,2000,Summer,3
Canada,"Speed Skating",2002,Winter,3
Canada,"Figure Skating",2010,Winter,3
Canada,"Figure Skating",1948,Winter,3
Canada,"Figure Skating",1960,Winter,3
Canada,Swimming,1996,Summer,3
Canada,Boxing,1984,Summer,3
Canada,"Speed Skating",2014,Winter,2
Canada,Rowing,1964,Summer,2
Canada,Sailing,1992,Summer,2
Canada,Wrestling,1984,Summer,2
Canada,Swimming,1912,Summer,2
Canada,Boxing,1992,Summer,2
Canada,Cycling,2004,Summer,2
Canada,Wrestling,2012,Summer,2
Canada,Snowboarding,2014,Winter,2
Canada,Tennis,2000,Summer,2
Canada,Wrestling,2008,Summer,2
Canada,Bobsleigh,2014,Winter,2
Canada,"Alpine Skiing",1968,Winter,2
Canada,Athletics,1906,Summer,2
Canada,Bobsleigh,1998,Winter,2
Canada,Sailing,1988,Summer,2
Canada,Canoeing,1952,Summer,2
Canada,Diving,2008,Summer,2
Canada,Sailing,2004,Summer,2
Canada,Canoeing,2008,Summer,2
Canada,Rowing,2016,Summer,2
Canada,"Figure Skating",1956,Winter,2
Canada,"Beach Volleyball",1996,Summer,2
Canada,Biathlon,1994,Winter,2
Canada,Canoeing,2000,Summer,2
Canada,Bobsleigh,2006,Winter,2
Canada,Athletics,1964,Summer,2
Canada,Trampolining,2000,Summer,2
Canada,Canoeing,1948,Summer,2
Canada,Athletics,2008,Summer,2
Canada,Trampolining,2008,Summer,2
Canada,Shooting,1956,Summer,2
Canada,"Freestyle Skiing",2002,Winter,2
Canada,"Figure Skating",1992,Winter,2
Canada,Cycling,1984,Summer,2
Canada,"Figure Skating",2002,Winter,2
Canada,Athletics,1900,Summer,2
Canada,Swimming,1920,Summer,2
Canada,"Alpine Skiing",1988,Winter,2
Canada,Boxing,1928,Summer,1
Canada,"Cross Country Skiing",2002,Winter,1
Canada,Equestrianism,1976,Summer,1
Canada,Wrestling,1936,Summer,1
Canada,"Art Competitions",1948,Summer,1
Canada,Triathlon,2008,Summer,1
Canada,Judo,2012,Summer,1
Canada,Judo,1964,Summer,1
Canada,Fencing,1988,Summer,1
Canada,Athletics,1988,Summer,1
Canada,"Alpine Skiing",1994,Winter,1
Canada,Wrestling,2004,Summer,1
Canada,Wrestling,1996,Summer,1
Canada,"Alpine Skiing",1980,Winter,1
Canada,"Figure Skating",1932,Winter,1
Canada,Snowboarding,1998,Winter,1
