games_year,region_name,athlete_name,event_name,sport_name,medal_name
1904,USA,"Peter Joseph Ratican","Football Men's Football",Football,Silver
1904,USA,"Thaddeus Rutter "Thad"" Shideler"","Athletics Men's 110 metres Hurdles",Athletics,Silver
1904,USA,"Frederick Humphrey "Fred"" Semple"","Golf Men's Team",Golf,Silver
1904,USA,"James Benner "Jim"" Juvenal"","Rowing Men's Single Sculls",Rowing,Silver
1904,USA,"Conant Meigs "Con"" King"","Athletics Men's Standing Long Jump",Athletics,Silver
1904,USA,"Albert Bond "Al"" Lambert"","Golf Men's Team",Golf,Silver
1904,USA,"Robert LeRoy","Tennis Men's Doubles",Tennis,Silver
1904,Austria,"Julius Lenhart","Gymnastics Men's Individual All-Around, Apparatus Work",Gymnastics,Silver
1904,Germany,"Frank X. Kugler","Wrestling Men's Heavyweight, Freestyle",Wrestling,Silver
1904,USA,"Conant Meigs "Con"" King"","Athletics Men's Standing Triple Jump",Athletics,Silver
1904,USA,"James Davies "Jim"" Lightbody"","Athletics Men's 4 mile, Team",Athletics,Silver
1904,USA,"Thomas Thurston "Tom"" January"","Football Men's Football",Football,Silver
1904,USA,"John Hartnett January","Football Men's Football",Football,Silver
1904,Hungary,"Gza Kiss (Drippei-, -Klein)","Swimming Men's One Mile Freestyle",Swimming,Silver
1904,USA,"Charles James Hicks January, Jr.","Football Men's Football",Football,Silver
1904,USA,"Raymond E. "Ray"" Lawler"","Football Men's Football",Football,Silver
1904,USA,"Robert LeRoy","Tennis Men's Singles",Tennis,Silver
1904,USA,"John Scott Leary","Swimming Men's 50 yard Freestyle",Swimming,Silver
1904,USA,"Oscar Paul Osthoff","Weightlifting Men's Unlimited, Two Hands",Weightlifting,Silver
1904,Canada,"Thomas Richardson Loudon","Rowing Men's Coxed Eights",Rowing,Silver
1904,USA,"Theodore Joseph "Ted"" McLear"","Wrestling Men's Featherweight, Freestyle",Wrestling,Silver
1904,USA,"William Arthur Murphy","Lacrosse Men's Lacrosse",Lacrosse,Silver
1904,USA,"Francis Clement "Frank"" Newton"","Golf Men's Team",Golf,Silver
1904,USA,"John Joseph Francis Mulcahy","Rowing Men's Coxless Pairs",Rowing,Silver
1904,USA,"Joseph James McLoughlin","Rowing Men's Double Sculls",Rowing,Silver
1904,USA,"Louis John Menges","Football Men's Football",Football,Silver
1904,Canada,"Donald Ross "Don"" MacKenzie"","Rowing Men's Coxed Eights",Rowing,Silver
1904,USA,"John Riley Maxwell","Golf Men's Team",Golf,Silver
1904,USA,"William Scott O'Connor","Fencing Men's Single Sticks, Individual",Fencing,Silver
1904,USA,"Burt Plumb McKinnie","Golf Men's Team",Golf,Silver
1904,USA,"William G. Merz","Gymnastics Men's Rings",Gymnastics,Silver
1904,USA,"Ralph McKittrick","Golf Men's Team",Golf,Silver
1904,USA,"Joseph Patrick "Joe"" Lydon"","Football Men's Football",Football,Silver
1904,USA,"George Louis Eyser","Gymnastics Men's Individual All-Around, 4 Events",Gymnastics,Silver
1904,USA,"David Thurwell Hammond","Swimming Men's 4 x 50 Yard Freestyle Relay",Swimming,Silver
1904,USA,"Hugo Louis Goetz","Swimming Men's 4 x 50 Yard Freestyle Relay",Swimming,Silver
1904,USA,"Oscar A. Goerke, Jr.","Cycling Men's 2 mile",Cycling,Silver
1904,USA,"George Louis Eyser","Gymnastics Men's Side Horse",Gymnastics,Silver
1904,USA,"Martin Formanack","Rowing Men's Coxless Fours",Rowing,Silver
1904,USA,"John C. Hein","Wrestling Men's Light-Flyweight, Freestyle",Wrestling,Silver
1904,USA,"William Peter "Bill"" Hogenson"","Athletics Men's 60 metres",Athletics,Silver
1904,USA,"Anton Heida","Gymnastics Men's Parallel Bars",Gymnastics,Silver
1904,USA,"William F. Grebe","Fencing Men's Sabre, Individual",Fencing,Silver
1904,USA,"Frederick William "Fred"" Engelhardt"","Athletics Men's Triple Jump",Athletics,Silver
1904,USA,"Lacey Earnest Hearn","Athletics Men's 4 mile, Team",Athletics,Silver
1904,USA,"Frank Bee Haller","Boxing Men's Featherweight",Boxing,Silver
1904,USA,"Charles Louis Healy","Water Polo Men's Water Polo","Water Polo",Silver
1904,USA,"Charles Randolph Hubbard","Archery Men's Team Round",Archery,Silver
1904,USA,"Henry Chandler Egan","Golf Men's Individual",Golf,Silver
1904,Australia,"Francis "Frank"" Gailey"","Swimming Men's 220 yard Freestyle",Swimming,Silver
1904,USA,"John William Grieb","Gymnastics Men's Individual All-Around, Field Sports",Gymnastics,Silver
1904,Australia,"Francis "Frank"" Gailey"","Swimming Men's 440 yard Freestyle",Swimming,Silver
1904,USA,"Sidney Herbert Hatch","Athletics Men's 4 mile, Team",Athletics,Silver
1904,Australia,"Francis "Frank"" Gailey"","Swimming Men's 880 yard Freestyle",Swimming,Silver
1904,USA,"John Joseph Flanagan","Athletics Men's 56-pound Weight Throw",Athletics,Silver
1904,USA,"Adam Beattie Gunn","Athletics Men's All-Around Championship",Athletics,Silver
1904,USA,"Arthur George Fox","Fencing Men's Foil, Team",Fencing,Silver
1904,USA,"David Thurwell Hammond","Water Polo Men's Water Polo","Water Polo",Silver
1906,Australia,"Nigel Chase Barker","Athletics Men's 100 metres",Athletics,Bronze
1906,Italy,"Rodrigo Bertinotti","Gymnastics Men's Team All-Around",Gymnastics,Bronze
1906,Australia,"Nigel Chase Barker","Athletics Men's 400 metres",Athletics,Bronze
1906,Denmark,"Robert Sophus Daniel Behrens","Wrestling Men's Middleweight, Greco-Roman",Wrestling,Bronze
1906,France,"Adolphe Bernard","Rowing Men's Coxed Fours",Rowing,Bronze
1906,France,"Adolphe Bernard","Rowing Men's Coxed Pairs (1 mile)",Rowing,Bronze
1906,Bohemia,"Ladislav emla","Tennis Men's Doubles",Tennis,Bronze
1906,Czechoslovakia,"Ladislav emla","Tennis Men's Doubles",Tennis,Bronze
1906,Sweden,"Johan Gustaf Anton Gustafsson","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Bronze
1906,Sweden,"Erik Gustaf Granfelt","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Bronze
1906,Sweden,"Torsten Oswald Magnus Holmberg","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Bronze
1906,USA,"Edward Chester "Ed"" Glover"","Athletics Men's Pole Vault",Athletics,Bronze
1906,UK,"William Henry","Swimming Men's 4 x 250 metres Freestyle Relay",Swimming,Bronze
