games_year,region_name,athlete_name,event_name,sport_name,medal_name
1896,Hungary,"Alajos (Aljoz) Szokoly (-Szokol)","Athletics Men's 100 metres",Athletics,Bronze
1896,Germany,"Hermann Otto Ludwig Weingrtner","Gymnastics Men's Horse Vault",Gymnastics,Bronze
1896,Hungary,"Momcsill Tapavicza","Tennis Men's Singles",Tennis,Bronze
1896,Greece,"Khios "Konstantinos"" Paspatis"","Tennis Men's Singles",Tennis,Bronze
1896,Denmark,"Holger Louis Nielsen","Shooting Men's Muzzle-Loading Pistol, 25 metres",Shooting,Bronze
1896,Denmark,"Holger Louis Nielsen","Fencing Men's Sabre, Individual",Fencing,Bronze
1896,Australia,"Edwin Harold "Teddy"" Flack"","Tennis Men's Doubles",Tennis,Bronze
1896,France,"Marie Lon Flameng","Cycling Men's Sprint",Cycling,Bronze
1896,USA,"James Brendan Bennet Connolly","Athletics Men's Long Jump",Athletics,Bronze
1896,USA,"Francis Adonijah "Frank"" Lane"","Athletics Men's 100 metres",Athletics,Bronze
1896,France,"Albin Georges Lermusiaux","Athletics Men's 1,500 metres",Athletics,Bronze
1896,Greece,"Dimitrios Loundras","Gymnastics Men's Parallel Bars, Teams",Gymnastics,Bronze
1896,Hungary,"Gyula Kellner","Athletics Men's Marathon",Athletics,Bronze
1896,UK,"George Stuart Robertson","Tennis Men's Doubles",Tennis,Bronze
1896,Austria,"Felix Adolf Schmal","Cycling Men's 333 metres Time Trial",Cycling,Bronze
1896,Austria,"Felix Adolf Schmal","Cycling Men's 10,000 metres",Cycling,Bronze
1896,Germany,"Fritz Hofmann","Gymnastics Men's Rope Climbing",Gymnastics,Bronze
1896,UK,"Charles Henry Stuart Gmelin","Athletics Men's 400 metres",Athletics,Bronze
1896,Greece,"Dimitrios P. Golemis","Athletics Men's 800 metres",Athletics,Bronze
1896,Denmark,"Alexander Viggo Jensen","Shooting Men's Free Rifle, Three Positions, 300 metres",Shooting,Bronze
1896,Switzerland,"Jules Alexis "Louis"" Zutter"","Gymnastics Men's Pommelled Horse",Gymnastics,Gold
1896,Germany,"Hermann Otto Ludwig Weingrtner","Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Germany,"Hermann Otto Ludwig Weingrtner","Gymnastics Men's Horizontal Bar",Gymnastics,Gold
1896,Germany,"Hermann Otto Ludwig Weingrtner","Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,France,"Paul Michel Pierre Adrien Masson (-Nossam)","Cycling Men's 10,000 metres",Cycling,Gold
1896,France,"Paul Michel Pierre Adrien Masson (-Nossam)","Cycling Men's 333 metres Time Trial",Cycling,Gold
1896,Greece,"Spyridon "Spyros"" Louis"","Athletics Men's Marathon",Athletics,Gold
1896,France,"Paul Michel Pierre Adrien Masson (-Nossam)","Cycling Men's Sprint",Cycling,Gold
1896,Germany,"Julius Carl Fritz Manteuffel","Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Germany,"Julius Carl Fritz Manteuffel","Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,USA,"Thomas Edmund "Tom"" Burke"","Athletics Men's 400 metres",Athletics,Gold
1896,USA,"Ellery Harding Clark","Athletics Men's High Jump",Athletics,Gold
1896,Germany,"Conrad Helmut Fritz Bcker","Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,UK,"John Mary Pius Boland","Tennis Men's Singles",Tennis,Gold
1896,Germany,"Conrad Helmut Fritz Bcker","Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,USA,"Ellery Harding Clark","Athletics Men's Long Jump",Athletics,Gold
1896,USA,"Thomas Edmund "Tom"" Burke"","Athletics Men's 100 metres",Athletics,Gold
1896,USA,"James Brendan Bennet Connolly","Athletics Men's Triple Jump",Athletics,Gold
1896,UK,"John Mary Pius Boland","Tennis Men's Doubles",Tennis,Gold
1896,Hungary,"Alfrd (Arnold-) Hajs (Guttmann-)","Swimming Men's 100 metres Freestyle",Swimming,Gold
1896,Hungary,"Alfrd (Arnold-) Hajs (Guttmann-)","Swimming Men's 1,200 metres Freestyle",Swimming,Gold
1896,Germany,"Georg Otto Hilmar","Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Germany,"Georg Otto Hilmar","Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,USA,"William Welles "Bill"" Hoyt"","Athletics Men's Pole Vault",Athletics,Gold
1896,Denmark,"Alexander Viggo Jensen","Weightlifting Men's Unlimited, Two Hands",Weightlifting,Gold
1896,Austria,"Felix Adolf Schmal","Cycling Men's 12-Hours Race",Cycling,Gold
1896,Germany,"Fritz Richard Gustav Schuft","Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Germany,"Carl Schuhmann","Wrestling Men's Unlimited Class, Greco-Roman",Wrestling,Gold
1896,Germany,"Friedrich Adolf "Fritz"" Traun"","Tennis Men's Doubles",Tennis,Gold
1896,Germany,"Carl Schuhmann","Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Germany,"Fritz Richard Gustav Schuft","Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Germany,"Carl Schuhmann","Gymnastics Men's Horse Vault",Gymnastics,Gold
1896,Germany,"Carl Schuhmann","Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,France,"Eugne Henry Gravelotte","Fencing Men's Foil, Individual",Fencing,Gold
1896,France,"Marie Lon Flameng","Cycling Men's 100 kilometres",Cycling,Gold
1896,USA,"Thomas Pelham "Tom"" Curtis"","Athletics Men's 110 metres Hurdles",Athletics,Gold
1896,USA,"Robert "Bob"" Garrett"","Athletics Men's Shot Put",Athletics,Gold
1896,Australia,"Edwin Harold "Teddy"" Flack"","Athletics Men's 1,500 metres",Athletics,Gold
1896,Australia,"Edwin Harold "Teddy"" Flack"","Athletics Men's 800 metres",Athletics,Gold
1896,Germany,"Alfred Flatow","Gymnastics Men's Parallel Bars",Gymnastics,Gold
1896,Germany,"Alfred Flatow","Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Germany,"Alfred Flatow","Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Germany,"Gustav Felix Flatow","Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Germany,"Gustav Felix Flatow","Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,UK,"Launceston Elliot","Weightlifting Men's Unlimited, One Hand",Weightlifting,Gold
1896,USA,"Robert "Bob"" Garrett"","Athletics Men's Discus Throw",Athletics,Gold
1896,Greece,"Ioannis Georgiadis","Fencing Men's Sabre, Individual",Fencing,Gold
1896,Austria,"Paul Neumann (-Newman)","Swimming Men's 500 metres Freestyle",Swimming,Gold
1896,USA,"John Bryant Paine","Shooting Men's Military Pistol, 25 metres",Shooting,Gold
1896,Germany,"Karl Neukirch","Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Germany,"Karl Neukirch","Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,USA,"Sumner Paine","Shooting Men's Free Pistol, 30 metres",Shooting,Gold
1896,Greece,"Thomas Xenakis","Gymnastics Men's Rope Climbing",Gymnastics,Silver
1896,Switzerland,"Jules Alexis "Louis"" Zutter"","Gymnastics Men's Horse Vault",Gymnastics,Silver
1896,Switzerland,"Jules Alexis "Louis"" Zutter"","Gymnastics Men's Parallel Bars",Gymnastics,Silver
1896,Denmark,"Holger Louis Nielsen","Shooting Men's Free Pistol, 30 metres",Shooting,Silver
1896,Hungary,"Nndor Dni","Athletics Men's 800 metres",Athletics,Silver
1896,USA,"Arthur Charles Blake","Athletics Men's 1,500 metres",Athletics,Silver
1896,France,"Eugne Henri Callot","Fencing Men's Foil, Individual",Fencing,Silver
1896,USA,"James Brendan Bennet Connolly","Athletics Men's High Jump",Athletics,Silver
1896,Greece,"Demetrius Emmanuel Casdagli","Tennis Men's Singles",Tennis,Silver
1896,Greece,"Demetrius Emmanuel Casdagli","Tennis Men's Doubles",Tennis,Silver
1896,Denmark,"Alexander Viggo Jensen","Weightlifting Men's Unlimited, One Hand",Weightlifting,Silver
1896,UK,"Frederick Keeping","Cycling Men's 12-Hours Race",Cycling,Silver
1896,USA,"Herbert Brotherson Jamison","Athletics Men's 400 metres",Athletics,Silver
1896,France,"Pierre Alexandre Tuffri","Athletics Men's Triple Jump",Athletics,Silver
1896,Germany,"Hermann Otto Ludwig Weingrtner","Gymnastics Men's Rings",Gymnastics,Silver
1896,Germany,"Hermann Otto Ludwig Weingrtner","Gymnastics Men's Pommelled Horse",Gymnastics,Silver
1896,Greece,"Pierre Alexandre Tuffri","Athletics Men's Triple Jump",Athletics,Silver
1896,USA,"Albert Clinton Tyler","Athletics Men's Pole Vault",Athletics,Silver
1896,France,"Marie Lon Flameng","Cycling Men's 10,000 metres",Cycling,Silver
1896,USA,"Robert "Bob"" Garrett"","Athletics Men's Long Jump",Athletics,Silver
1896,USA,"Robert "Bob"" Garrett"","Athletics Men's High Jump",Athletics,Silver
1896,UK,"Launceston Elliot","Weightlifting Men's Unlimited, Two Hands",Weightlifting,Silver
1896,Germany,"Fritz Hofmann","Athletics Men's 100 metres",Athletics,Silver
1896,Germany,"Anton Gdrich","Cycling Men's Road Race, Individual",Cycling,Silver
1896,UK,"Grantley Thomas Smart Goulding","Athletics Men's 110 metres Hurdles",Athletics,Silver
1896,Germany,"Alfred Flatow","Gymnastics Men's Horizontal Bar",Gymnastics,Silver
1896,Austria,"Otto Herschmann","Swimming Men's 100 metres Freestyle",Swimming,Silver
1896,USA,"Sumner Paine","Shooting Men's Military Pistol, 25 metres",Shooting,Silver
1896,France,"Joanni Maurice Perronet","Fencing Men's Foil, Masters, Individual",Fencing,Silver
1896,Greece,"Dimitrios Stephen Petrokokkinos","Tennis Men's Doubles",Tennis,Silver
1900,Netherlands,"Antonius Hubertus Maria "Antoine"" Bouwens"","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Bronze
1900,France,"Jacques Baudrier","Sailing Mixed 1-2 Ton",Sailing,Bronze
1900,France,"Marcel Jacques Amand Romain Boulenger","Fencing Men's Foil, Individual",Fencing,Bronze
1900,Netherlands,"Franois Antoine Brandt","Rowing Men's Coxed Eights",Rowing,Bronze
1900,France,"Lucien Alexandre Baudrier","Sailing Mixed 1-2 Ton",Sailing,Bronze
1900,Norway,"Carl Albert Andersen","Athletics Men's Pole Vault",Athletics,Bronze
1900,Netherlands,"Dirk Boest Gips","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Bronze
1900,UK,"St George Ashe","Rowing Men's Single Sculls",Rowing,Bronze
1900,France,"Jacques Baudrier","Sailing Mixed 0.5-1 Ton",Sailing,Bronze
1900,Netherlands,"Hermanus Gerardus Brockmann","Rowing Men's Coxed Eights",Rowing,Bronze
1900,USA,"John Bray","Athletics Men's 1,500 metres",Athletics,Bronze
1900,Germany,"Max Heinrich Ammermann","Rowing Men's Coxed Fours",Rowing,Bronze
1900,USA,"Marion Jones (-Farquhar)","Tennis Women's Singles",Tennis,Bronze
1900,USA,"David Connolly "Dave"" Hall"","Athletics Men's 800 metres",Athletics,Bronze
1900,Hungary,"Lajos Gnczy (Grn-)","Athletics Men's High Jump",Athletics,Bronze
1900,USA,"Robert "Bob"" Garrett"","Athletics Men's Standing Triple Jump",Athletics,Bronze
1900,USA,"Marion Jones (-Farquhar)","Tennis Mixed Doubles",Tennis,Bronze
1900,France,"Robert Gufflet","Sailing Mixed 3-10 Ton",Sailing,Bronze
1900,UK,"Frederick Agnew Gill","Polo Men's Polo",Polo,Bronze
1900,France,"Henri Napolon Marie Maurice Gufflet","Sailing Mixed 3-10 Ton",Sailing,Bronze
1900,UK,"Edward Hore","Sailing Mixed 10-20 Ton",Sailing,Bronze
1900,Belgium,"Louis Edouard Albert Glineur","Archery Men's Sur La Perche a La Pyramide",Archery,Bronze
1900,USA,"Robert "Bob"" Garrett"","Athletics Men's Shot Put",Athletics,Bronze
1900,Germany,"Wilhelm Emil Carstens","Rowing Men's Coxed Fours",Rowing,Bronze
1900,France,"Joseph Augustin "Auguste"" Donny"","Sailing Mixed 2-3 Ton",Sailing,Bronze
1900,UK,"Reginald Frank "Reggie"" Doherty"","Tennis Men's Singles",Tennis,Bronze
1900,Germany,"Ferdinand Ernst Felle","Rowing Men's Coxed Fours",Rowing,Bronze
1900,Sweden,"Ernst Robert Efraim Fast","Athletics Men's Marathon",Athletics,Bronze
1900,France,"Jules Clvenot","Water Polo Men's Water Polo","Water Polo",Bronze
1900,France,"Louis Marie Joseph Le Beschu de Champsavin","Equestrianism Mixed Jumping, Individual",Equestrianism,Bronze
1900,Austria,"Siegfried Friedrich "Fritz"" Flesch"","Fencing Men's Sabre, Individual",Fencing,Bronze
1900,France,"Jean Chastani","Athletics Men's 2,500 metres Steeplechase",Athletics,Bronze
1900,France,"Auguste Mose Daumain","Cycling Men's 25 kilometres",Cycling,Bronze
1900,France,"mile Lon Fisseux","Archery Men's Au Cordon Dore, 50 metres",Archery,Bronze
1900,France,"Jean Frdric Andr Poupart de Neuflize","Equestrianism Mixed Four-In-Hand Competition",Equestrianism,Bronze
1900,France,"Georges Lucien Dmanet","Gymnastics Men's Individual All-Around",Gymnastics,Bronze
1900,France,"Mortimer Henri Robert Fournier-Sarlovze","Polo Men's Polo",Polo,Bronze
1900,Mexico,"Jos Eustaquio Luis Francisco Escandn y Barrn","Polo Men's Polo",Polo,Bronze
1900,France,"Auguste Baptiste Cavadini","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Bronze
1900,Mexico,"Jos Manuel Mara del Corazn de Jess Escandn y Barrn","Polo Men's Polo",Polo,Bronze
1900,Mexico,"Jos Pablo Eustaquio Manuel Francisco Escandn y Barrn","Polo Men's Polo",Polo,Bronze
1900,France,"Robert de Montesquiou-Fzensac","Equestrianism Mixed Hacks And Hunter Combined",Equestrianism,Bronze
1900,Germany,"Otto Fickeisen","Rowing Men's Coxed Fours",Rowing,Bronze
1900,UK,"Thomas William "Bill"" Burgess"","Water Polo Men's Water Polo","Water Polo",Bronze
1900,France,"Luc Henri Herv Guy Gardye de la Chapelle","Tennis Men's Doubles",Tennis,Bronze
1900,France,"Justinien Charles Xavier Clary (Bretonneau-)","Shooting Men's Trap",Shooting,Bronze
1900,Netherlands,"Johannes Drost","Swimming Men's 200 metres Backstroke",Swimming,Bronze
1900,France,"douard Alphonse de Rothschild","Polo Men's Polo",Polo,Bronze
1900,France,"Carlos Deltour","Rowing Men's Coxed Pairs",Rowing,Bronze
1900,UK,"Hugh Lawrence "Laurie"" Doherty"","Tennis Mixed Doubles",Tennis,Bronze
1900,Netherlands,"Hendrik "Henk"" van Heuckelum"","Football Men's Football",Football,Bronze
1900,France,"Paul Henri Vasseur","Water Polo Men's Water Polo","Water Polo",Bronze
1900,Netherlands,"Johannes Wilhelmus Maria van Dijk","Rowing Men's Coxed Eights",Rowing,Bronze
1900,Netherlands,"Henricus Tromp (-van Hettinga Tromp)","Rowing Men's Coxed Eights",Rowing,Bronze
1900,France,"Henri Jules Valton","Sailing Mixed 0.5-1 Ton",Sailing,Bronze
1900,France,"Franois Antoine Vilamitjana (Caubet-)","Sailing Mixed 1-2 Ton",Sailing,Bronze
1900,USA,"Henry Anthony "Harry"" Van Bergen"","Sailing Mixed 20+ Ton",Sailing,Bronze
1900,France,"mile Torcheboeuf","Athletics Men's Standing Long Jump",Athletics,Bronze
1900,France,"Louis Auguste Trousselier","Cycling Men's Points Race",Cycling,Bronze
1900,USA,"Walter Beardsley Tewksbury","Athletics Men's 200 metres Hurdles",Athletics,Bronze
1900,France,"Antoine "Erneste"" Vdrenne"","Rowing Men's Coxed Pairs",Rowing,Bronze
1900,Netherlands,"Anthony Ahasuerus Hendrik Sweijs","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Bronze
1900,France,"Chrtien Andr Waydelich","Croquet Mixed Singles, One Ball",Croquet,Bronze
1900,Belgium,"Paul Van Asbroeck","Shooting Men's Free Rifle, Three Positions, 300 metres",Shooting,Bronze
1900,UK,"Eric Peter Hypolithe Thornton","Football Men's Football",Football,Bronze
1900,France,"Jean Justin Ren Thomas","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Bronze
1900,Hungary,"Zoltn Imre dn von Halmay","Swimming Men's 1,000 metres Freestyle",Swimming,Bronze
1900,UK,"Archibald Adam Warden","Tennis Mixed Doubles",Tennis,Bronze
1900,France,"Ren Pierre Charles Tartara","Swimming Men's 200 metres Team Swimming",Swimming,Bronze
1900,Germany,"Hermann Wilker","Rowing Men's Coxed Fours",Rowing,Bronze
1900,Netherlands,"Solko Johannes van den Bergh","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Bronze
1900,France,"Dsir Alfred Mrchez","Swimming Men's 200 metres Team Swimming",Swimming,Bronze
1900,France,"Camille mile Gaston Michelet","Sailing Mixed 0.5-1 Ton",Sailing,Bronze
1900,France,"Frdric Adolphe Petit","Archery Men's Au Cordon Dore, 33 metres",Archery,Bronze
1900,France,"Flix mile Marcotte","Sailing Mixed 0.5-1 Ton",Sailing,Bronze
1900,France,"Dsir Alfred Mrchez","Water Polo Men's Water Polo","Water Polo",Bronze
1900,Austria,"Milan (Mihajlo) Nerali","Fencing Men's Sabre, Masters, Individual",Fencing,Bronze
1900,France,"Lon Ernest Moreaux","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Bronze
1900,USA,"Frederick Graham "Fred"" Moloney"","Athletics Men's 110 metres Hurdles",Athletics,Bronze
1900,France,"Jean-Baptiste Narcisse Mimiague","Fencing Men's Foil, Masters, Individual",Fencing,Bronze
1900,France,"Camille mile Gaston Michelet","Sailing Mixed Open",Sailing,Bronze
1900,Canada,"George Washington F. Orton","Athletics Men's 400 metres Hurdles",Athletics,Bronze
1900,France,"Henri Franois Peslier","Water Polo Men's Water Polo","Water Polo",Bronze
1900,Germany,"Adolf Mller","Rowing Men's Coxed Fours",Rowing,Bronze
1900,Netherlands,"Walter Meijer Timmerman Thijssen","Rowing Men's Coxed Eights",Rowing,Bronze
1900,Norway,"Ole stmo","Shooting Men's Free Rifle, Prone, 300 metres",Shooting,Bronze
1900,USA,"Josiah Calvin McCracken, Jr.","Athletics Men's Hammer Throw",Athletics,Bronze
1900,Netherlands,"Walter Middelberg","Rowing Men's Coxed Eights",Rowing,Bronze
1900,Germany,"Gustav-Adolf Moths","Rowing Men's Coxed Fours",Rowing,Bronze
1900,France,"Charles William Martin","Sailing Mixed 0.5-1 Ton",Sailing,Bronze
1900,France,"Frdric Adolphe Petit","Archery Men's Au Chapelet, 33 metres",Archery,Bronze
1900,Netherlands,"Hendrik Karel Offerhaus","Rowing Men's Coxed Eights",Rowing,Bronze
1900,Norway,"Ole stmo","Shooting Men's Free Rifle, Three Positions, 300 metres",Shooting,Bronze
1900,France,"Nicolas Achille Paroche","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Bronze
1900,USA,"Lewis Pendleton Sheldon","Athletics Men's Triple Jump",Athletics,Bronze
1900,UK,"David Donaldson Robertson","Golf Men's Individual",Golf,Bronze
1900,Netherlands,"Henrik Sillem","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Bronze
1900,Australia,"Stanley Rupert "Stan"" Rowley"","Athletics Men's 100 metres",Athletics,Bronze
1900,Bohemia,"Hedwiga Rosenbaumov (Austerlitz-, -Raabe)","Tennis Mixed Doubles",Tennis,Bronze
1900,France,"Lon Se","Fencing Men's epee, Masters and Amateurs, Individual",Fencing,Bronze
1900,Germany,"Carl Wilhelm Hugo Rster","Rowing Men's Coxed Fours",Rowing,Bronze
1900,Australia,"Stanley Rupert "Stan"" Rowley"","Athletics Men's 200 metres",Athletics,Bronze
1900,Bohemia,"Hedwiga Rosenbaumov (Austerlitz-, -Raabe)","Tennis Women's Singles",Tennis,Bronze
1900,Switzerland,"Konrad Stheli","Shooting Men's Free Pistol, 50 metres",Shooting,Bronze
1900,France,"Maurice Auguste Raoul-Duval","Polo Men's Polo",Polo,Bronze
1900,USA,"Lewis Pendleton Sheldon","Athletics Men's Standing High Jump",Athletics,Bronze
1900,UK,"Sidney John Robinson","Athletics Men's 4,000 metres Steeplechase",Athletics,Bronze
1900,France,"Marie Maurice Jacques Alfred Sautereau","Croquet Mixed Singles, Two Balls",Croquet,Bronze
1900,Austria,"Karl August Ruberl","Swimming Men's 200 metres Freestyle",Swimming,Bronze
1900,USA,"Richard "Dick"" Sheldon"","Athletics Men's Discus Throw",Athletics,Bronze
1900,Australia,"Stanley Rupert "Stan"" Rowley"","Athletics Men's 60 metres",Athletics,Bronze
1900,Denmark,"Ernst Ludwig Emanuel Schultz","Athletics Men's 400 metres",Athletics,Bronze
1900,France,"Jean Marie Andr Prvost","Tennis Men's Doubles",Tennis,Bronze
1900,France,"Lon Se","Fencing Men's epee, Individual",Fencing,Bronze
1900,France,"Georges Robert Flix Constant Leuillieux","Swimming Men's 200 metres Team Swimming",Swimming,Bronze
1900,Germany,"Franz Krwerath","Rowing Men's Coxed Fours",Rowing,Bronze
1900,Netherlands,"Roelof Klein","Rowing Men's Coxed Eights",Rowing,Bronze
1900,Germany,"Richard Wilhelm Julius Krner","Rowing Men's Coxed Fours",Rowing,Bronze
1900,France,"Louis Alexandre Laufray","Water Polo Men's Water Polo","Water Polo",Bronze
1900,USA,"John Henry Lake","Cycling Men's Sprint",Cycling,Bronze
1900,Denmark,"Peder Rudolph Lykkeberg","Swimming Men's Underwater Swimming",Swimming,Bronze
1900,UK,"Patrick Joseph "Pat"" Leahy"","Athletics Men's Long Jump",Athletics,Bronze
1900,Netherlands,"Ruurd Gerbens Leegstra","Rowing Men's Coxed Eights",Rowing,Bronze
1900,France,"Henri Albert Fernand Laurent","Fencing Men's epee, Masters, Individual",Fencing,Bronze
1900,France,"Auguste Jean Baptiste Louis Joseph Marc","Water Polo Men's Water Polo","Water Polo",Bronze
1900,UK,"Harold Segerson Mahony","Tennis Men's Doubles",Tennis,Bronze
1900,Germany,"Karl Georg Lehle","Rowing Men's Coxed Fours",Rowing,Bronze
1900,France,"Maurice Marie Lecoq","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Bronze
1900,France,"Gabriel Charles Jean Le Bret","Sailing Mixed 0.5-1 Ton",Sailing,Bronze
1900,UK,"John Thomas "Jack"" Rimmer"","Athletics Men's 4,000 metres Steeplechase",Athletics,Gold
1900,Switzerland,"Louis Marcel Richardet","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Gold
1900,UK,"John Nicholas","Football Men's Football",Football,Gold
1900,Switzerland,"Conrad Karl Rderer","Shooting Men's Free Pistol, 50 metres",Shooting,Gold
1900,Australia,"Stanley Rupert "Stan"" Rowley"","Athletics Men's 5,000 metres, Team",Athletics,Gold
1900,France,"Nicolas Achille Paroche","Shooting Men's Free Rifle, Prone, 300 metres",Shooting,Gold
1900,USA,"Cornelius Louis Andr Roosevelt","Rugby Men's Rugby",Rugby,Gold
1900,Sweden,"August Nilsson","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Gold
1900,Switzerland,"Paul Probst","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Gold
1900,UK,"John Thomas "Jack"" Rimmer"","Athletics Men's 5,000 metres, Team",Athletics,Gold
1900,UK,"William Francis Patterson "Bill"" Quash"","Football Men's Football",Football,Gold
1900,UK,"Sidney John Robinson","Athletics Men's 5,000 metres, Team",Athletics,Gold
1900,France,"Paul Eugne Clestin Perquer","Sailing Mixed 10-20 Ton",Sailing,Gold
1900,France,"Franois tienne "Frantz"" Reichel"","Rugby Men's Rugby",Rugby,Gold
1900,France,"Alexandre Emmanuel Pharamond","Rugby Men's Rugby",Rugby,Gold
1900,Switzerland,"Louis Marcel Richardet","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Gold
1900,UK,"Alfred "Toby"" Rawlinson"","Polo Men's Polo",Polo,Gold
1900,USA,"Meyer Prinstein","Athletics Men's Triple Jump",Athletics,Gold
1900,UK,"Alfred James Powlesland","Cricket Men's Cricket",Cricket,Gold
1900,Canada,"George Washington F. Orton","Athletics Men's 2,500 metres Steeplechase",Athletics,Gold
1900,Switzerland,"Conrad Karl Rderer","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Gold
1900,France,"Andr Flix Rischmann","Rugby Men's Rugby",Rugby,Gold
1900,France,"Joseph Adolphe Thophile Olivier","Rugby Men's Rugby",Rugby,Gold
1900,Denmark,"Edgar Lindenau Aabye","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Gold
1900,France,"Franois Alexandre mile Billard","Sailing Mixed 10-20 Ton",Sailing,Gold
1900,Netherlands,"Franois Antoine Brandt","Rowing Men's Coxed Pairs",Rowing,Gold
1900,Italy,"Ernesto Mario "Enrico"" Brusoni"","Cycling Men's Points Race",Cycling,Gold
1900,UK,"Harry Richard Corner","Cricket Men's Cricket",Cricket,Gold
1900,France,"Albert Jean Louis Ayat","Fencing Men's epee, Masters, Individual",Fencing,Gold
1900,UK,"Tom Eustace Burridge","Football Men's Football",Football,Gold
1900,Italy,"Antonio Conte","Fencing Men's Sabre, Masters, Individual",Fencing,Gold
1900,France,"Louis Bastien","Cycling Men's 25 kilometres",Cycling,Gold
1900,France,"Gaston Achille Louis Aumoitte","Croquet Mixed Doubles",Croquet,Gold
1900,France,"Gaston Frdric Blanchy","Sailing Mixed 2-3 Ton",Sailing,Gold
1900,USA,"William John "Bill"" Carr"","Rowing Men's Coxed Eights",Rowing,Gold
1900,France,"Jean Collas","Rugby Men's Rugby",Rugby,Gold
1900,France,"Albert Jean Louis Ayat","Fencing Men's epee, Masters and Amateurs, Individual",Fencing,Gold
1900,France,"Hermann Joseph Barrelet","Rowing Men's Single Sculls",Rowing,Gold
1900,UK,"Claude Percival Buckenham","Football Men's Football",Football,Gold
1900,UK,"Frederick William Christian","Cricket Men's Cricket",Cricket,Gold
1900,Netherlands,"Hermanus Gerardus Brockmann","Rowing Men's Coxed Pairs",Rowing,Gold
1900,UK,"George John Buckley","Cricket Men's Cricket",Cricket,Gold
1900,UK,"Charlotte Reinagle Cooper (-Sterry)","Tennis Mixed Doubles",Tennis,Gold
1900,UK,"Francis Romulus Burchell","Cricket Men's Cricket",Cricket,Gold
1900,USA,"Margaret Ives Abbott (-Dunne)","Golf Women's Individual",Golf,Gold
1900,France,"Jean Baptiste Albert Joseph Cau","Rowing Men's Coxed Fours",Rowing,Gold
1900,USA,"Irving Knott "Irv"" Baxter"","Athletics Men's Pole Vault",Athletics,Gold
1900,USA,"Irving Knott "Irv"" Baxter"","Athletics Men's High Jump",Athletics,Gold
1900,Hungary,"Rudolf (-Rezs) Bauer","Athletics Men's Discus Throw",Athletics,Gold
1900,UK,"Charles Bennett","Athletics Men's 1,500 metres",Athletics,Gold
1900,UK,"Charles Bennett","Athletics Men's 5,000 metres, Team",Athletics,Gold
1900,Switzerland,"Franz Bckli","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Gold
1900,USA,"Louis Grenville "Lou"" Abell"","Rowing Men's Coxed Eights",Rowing,Gold
1900,France,"Gaston Frdric Blanchy","Sailing Mixed 2-3 Ton",Sailing,Gold
1900,UK,"Charlotte Reinagle Cooper (-Sterry)","Tennis Women's Singles",Tennis,Gold
1900,France,"Louis Albert Auguste-Dormeuil (Dormeuil-)","Sailing Mixed 0.5-1 Ton",Sailing,Gold
1900,UK,"Arthur Ernest Burrington Birkett","Cricket Men's Cricket",Cricket,Gold
1900,France,"Gaston Achille Louis Aumoitte","Croquet Mixed Singles, One Ball",Croquet,Gold
1900,France,"Jules Henri Bouckaert","Rowing Men's Coxed Fours",Rowing,Gold
